CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,,,,
chr7,291925,NAG,NAG,,,,,,,,
chr7,299945,NAG,NAG,,,,,,,,
chr7,301018, YGL111W,NSA1 - Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis,,,,,,,
chr7,301819, YGL110C,CUE3 - Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination,,,,,,,
chr7,301891, YGL110C,CUE3 - Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination,,,,,,,
chr7,302721, YGL110C,CUE3 - Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination,,,,,,,
chr7,307064,NAG,NAG,,,,,,,,
chr7,307205,NAG,NAG,,,,,,,,
chr7,307221,NAG,NAG,,,,,,,,
chr7,323365,NAG,NAG,,,,,,,,
chr7,323579,NAG,NAG,,,,,,,,
chr7,323688,NAG,NAG,,,,,,,,
chr7,323775,NAG,NAG,,,,,,,,
chr7,323777,NAG,NAG,,,,,,,,
chr7,323778,NAG,NAG,,,,,,,,
chr7,323781,NAG,NAG,,,,,,,,
chr7,324023,NAG,NAG,,,,,,,,
chr7,324741,NAG,NAG,,,,,,,,
chr7,324744,NAG,NAG,,,,,,,,
chr7,326260,NAG,NAG,,,,,,,,
chr7,327606,NAG,NAG,,,,,,,,
chr7,336233, YGL093W,SPC105 - Subunit of a kinetochore-microtubule binding complex with Kre28p that bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components,,,,,,,,
chr7,366778,NAG,NAG,,,,,,,,
chr7,372520, YGL071W,AFT1 - Transcription factor involved in iron utilization and homeostasis; binds the consensus site PyPuCACCCPu and activates the expression of target genes in response to changes in iron availability,,,,,,,,
chr7,384785,NAG,NAG,,,,,,,,
chr7,384786,NAG,NAG,,,,,,,,
chr7,43266,NAG,NAG,,,,,,,,
chr7,444280, YGL027C,CWH41 - Processing alpha glucosidase I, ER type II integral membrane N-glycoprotein involved in assembly of cell wall beta 1,6 glucan and asparagine-linked protein glycosylation; also involved in ER protein quality control and sensing of ER stress,,,,,,
chr7,454170, YGL022W,STT3 - Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis,,,,,,,
chr7,465811,NAG,NAG,,,,,,,,
chr7,468885,NAG,NAG,,,,,,,,
chr7,469242, YGL013C,PDR1 - Zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes,,,,,,,,
chr7,470618, YGL013C,PDR1 - Zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes,,,,,,,,
chr7,479933, YGL008C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,,,,
chr7,480320, YGL008C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,,,,
chr7,480586, YGL008C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,,,,
chr7,481133, YGL008C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,,,,
chr7,482054, YGL008C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,,,,
chr7,482195, YGL008C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,,,,
chr7,482217, YGL008C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,,,,
chr7,482300, YGL008C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,,,,
chr7,49415,NAG,NAG,,,,,,,,
chr7,496729,NAG,NAG,,,,,,,,
chr7,530028, YGR023W,MTL1 - Putative plasma membrane sensor, involved in cell integrity signaling and stress response during glucose starvation and oxidative stress; has structural and functional similarity to Mid2p,,,,,,,
chr7,541918, tE(UUC)G3, - tRNA-Glu; thiolation of uridine at wobble position (34) requires Ncs6p; target of K. lactis zymocin,,,,,,,,
chr7,548070,NAG,NAG,,,,,,,,
chr7,550683, YGR032W,GSC2 - Catalytic subunit of 1,3-beta-glucan synthase, involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; has similarity to an alternate catalytic subunit, Fks1p (Gsc1p),,,,,
chr7,559830, YGR037C,ACB1 - Acyl-CoA-binding protein, transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes; subject to starvation-induced, Grh1p-mediated unconventional secretion,,,,,,
chr7,56225,NAG,NAG,,,,,,,,
chr7,582530,NAG,NAG,,,,,,,,
chr7,591142,NAG,NAG,,,,,,,,
chr7,602841, YGR056W,RSC1 - Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains, a bromo-adjacent homology (BAH) domain, and an AT hook,,,,,,
chr7,609109,NAG,NAG,,,,,,,,
chr7,613265, YGR061C,ADE6 - Formylglycinamidine-ribonucleotide (FGAM)-synthetase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway,,,,,,,
chr7,616171,NAG,NAG,,,,,,,,
chr7,644958, YGR083C,GCD2 - Delta subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression,,,,,,,
chr7,649059,NAG,NAG,,,,,,,,
chr7,650788,NAG,NAG,,,,,,,,
chr7,653228,NAG,NAG,,,,,,,,
chr7,653440,NAG,NAG,,,,,,,,
chr7,65388, YGL229C,SAP4 - Protein required for function of the Sit4p protein phosphatase, member of a family of similar proteins that form complexes with Sit4p, including Sap155p, Sap185p, and Sap190p,,,,
chr7,675732, YGR095C,RRP46 - Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp46p (EXOSC5),,,,,,,,
chr7,677484, YGR096W,TPC1 - Mitochondrial membrane transporter that mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family,,,,,,,,
chr7,678070,NAG,NAG,,,,,,,,
chr7,678099,NAG,NAG,,,,,,,,
chr7,678100,NAG,NAG,,,,,,,,
chr7,690685, YGR100W,MDR1 - Cytoplasmic GTPase-activating protein for Ypt/Rab transport GTPases Ypt6p, Ypt31p and Sec4p; involved in recycling of internalized proteins and regulation of Golgi secretory function,,,,,,,
chr7,700472,NAG,NAG,,,,,,,,
chr7,701186, YGRWdelta19, - Ty1 LTR,,,,,,,,
chr7,701187, YGRWdelta19, - Ty1 LTR,,,,,,,,
chr7,705208,NAG,NAG,,,,,,,,
chr7,705215,NAG,NAG,,,,,,,,
chr7,706273, YGR109C,CLB6 - B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1,,,,,,,,
chr7,706391, YGR109C,CLB6 - B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1,,,,,,,,
chr7,706675,NAG,NAG,,,,,,,,
chr7,712615,NAG,NAG,,,,,,,,
chr7,712649,NAG,NAG,,,,,,,,
chr7,713741, YGR110W,CLD1 - Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz1p to generate monolyso-cardiolipin; transcription increases upon genotoxic stress; involved in restricting Ty1 transposition; has homology to mammalian CGI-58,,,,,,,,
chr7,715716,NAG,NAG,,,,,,,,
chr7,715757,NAG,NAG,,,,,,,,
chr7,718824,NAG,NAG,,,,,,,,
chr7,7267,NAG,NAG,,,,,,,,
chr7,729393, YGR119C,NUP57 - Nucleoporin, essential subunit of the nuclear pore complex (NPC), functions as the organizing center of an NPC subcomplex containing Nsp1p, Nup49p, Nup57p, and Nic96p,,,
chr7,729489, YGR119C,NUP57 - Nucleoporin, essential subunit of the nuclear pore complex (NPC), functions as the organizing center of an NPC subcomplex containing Nsp1p, Nup49p, Nup57p, and Nic96p,,,
chr7,7299,NAG,NAG,,,,,,,,
chr7,730995,NAG,NAG,,,,,,,,
chr7,731001,NAG,NAG,,,,,,,,
chr7,733142,NAG,NAG,,,,,,,,
chr7,733167,NAG,NAG,,,,,,,,
chr7,733257,NAG,NAG,,,,,,,,
chr7,733373,NAG,NAG,,,,,,,,
chr7,734330, YGR122W, - Probable ortholog of A. nidulans PalC, which is involved in pH regulation and binds to the ESCRT-III complex; null mutant does not properly process Rim101p and has decreased resistance to rapamycin; GFP-fusion protein is cytoplasmic,,,,,,,
chr7,735681, YGRWdelta21, - Ty1 LTR,,,,,,,,
chr7,735707, YGRWdelta21, - Ty1 LTR,,,,,,,,
chr7,735812, YGRWdelta21, - Ty1 LTR,,,,,,,,
chr7,735813, YGRWdelta21, - Ty1 LTR,,,,,,,,
chr7,735814, YGRWdelta21, - Ty1 LTR,,,,,,,,
chr7,735936,NAG,NAG,,,,,,,,
chr7,735958,NAG,NAG,,,,,,,,
chr7,735962,NAG,NAG,,,,,,,,
chr7,735972,NAG,NAG,,,,,,,,
chr7,735976,NAG,NAG,,,,,,,,
chr7,742157,NAG,NAG,,,,,,,,
chr7,745887, YGR126W, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS,,,,,,,,
chr7,747090, YGR127W, - Putative protein of unknown function; expression is regulated by Msn2p/Msn4p, indicating a possible role in stress response,,,,,,,
chr7,748798, YGR128C,UTP8 - Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA,,,,,,,,
chr7,749839, YGR128C,UTP8 - Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA,,,,,,,,
chr7,750554, YGR129W,SYF2 - Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; isy1 syf2 cells have defective spindles activiating cell cycle arrest,,,,,,
chr7,751660, YGR130C, - Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7),,,,,,,,
chr7,752033, YGR130C, - Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7),,,,,,,,
chr7,752066, YGR130C, - Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7),,,,,,,,
chr7,752345, YGR130C, - Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7),,,,,,,,
chr7,754390,NAG,NAG,,,,,,,,
chr7,765774, YGR139W, - Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,,,,
chr7,775395, YGR143W,SKN1 - Protein involved in sphingolipid biosynthesis; type II membrane protein with similarity to Kre6p,,,,,,,,
chr7,784113,NAG,NAG,,,,,,,,
chr7,80104, YGL223C,COG1 - Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments,,,,,,,
chr7,802237,NAG,NAG,,,,,,,,
chr7,806709, YGR159C,NSR1 - Nucleolar protein that binds nuclear localization sequences, required for pre-rRNA processing and ribosome biogenesis,,,,,,,
chr7,807496, YGR160W, - Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,,,,
chr7,807497, YGR160W, - Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,,,,
chr7,807531, YGR160W, - Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,,,,
chr7,807865,NAG,NAG,,,,,,,,
chr7,808336,NAG,NAG,,,,,,,,
chr7,811445,NAG,NAG,,,,,,,,
chr7,811448, YGRWdelta27, - Ty2 LTR,,,,,,,,
chr7,811451, YGRWdelta27, - Ty2 LTR,,,,,,,,
chr7,811452, YGRWdelta27, - Ty2 LTR,,,,,,,,
chr7,811454, YGRWdelta27, - Ty2 LTR,,,,,,,,
chr7,811456, YGRWdelta27, - Ty2 LTR,,,,,,,,
chr7,823397,NAG,NAG,,,,,,,,
chr7,831241, YGR166W,TRS65 - Subunit of TRAPPII, a multimeric guanine nucleotide-exchange factor for Ypt1p; involved in intra-Golgi traffic and the retrograde pathway from the endosome to Golgi; role in cell wall beta-glucan biosynthesis and the stress response,,,,,,,
chr7,833158,NAG,NAG,,,,,,,,
chr7,846888,NAG,NAG,,,,,,,,
chr7,848366, YGR175C,ERG1 - Squalene epoxidase, catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine,,,,,,
chr7,8529, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8533, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8539, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8541, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8544, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8547, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8549, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8553, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8560, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8562, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,856430,NAG,NAG,,,,,,,,
chr7,8574, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8579, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8584, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8585, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,8596, YGL259W,YPS5 - Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p,,,,,,,,
chr7,869872, YGR186W,TFG1 - TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74,,,,,,,,
chr7,878806, tW(CCA)G2, - tRNA-Trp,,,,,,,,
chr7,885051, YGR193C,PDX1 - Dihydrolipoamide dehydrogenase (E3)-binding protein (E3BP) of the mitochondrial pyruvate dehydrogenase (PDH) complex, plays a structural role in the complex by binding and positioning E3 to the dihydrolipoamide acetyltransferase (E2) core,,,,,,,
chr7,897168,NAG,NAG,,,,,,,,
chr7,920117,NAG,NAG,,,,,,,,
chr7,937007,NAG,NAG,,,,,,,,
chr7,951339,NAG,NAG,,,,,,,,
chr7,957826, YGR233C,PHO81 - Cyclin-dependent kinase (CDK) inhibitor, regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p,,,,,,,
chr7,977899, ARS733, - Autonomously Replicating Sequence,,,,,,,,
chr7,982313,NAG,NAG,,,,,,,,
chr7,987084,NAG,NAG,,,,,,,,
chr7,987134,NAG,NAG,,,,,,,,
chr7,987273,NAG,NAG,,,,,,,,
chr7,987430,NAG,NAG,,,,,,,,
chr7,988071, YGR249W,MGA1 - Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants,,,,,,,,
chr7,988333, YGR249W,MGA1 - Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants,,,,,,,,
chr7,994491,NAG,NAG,,,,,,,,
chr7,994670,NAG,NAG,,,,,,,,
chr8,100505,NAG,NAG,,,,,,,,
chr8,119673,NAG,NAG,,,,,,,,
chr8,120062,NAG,NAG,,,,,,,,
chr8,123942,NAG,NAG,,,,,,,,
chr8,124000,NAG,NAG,,,,,,,,
chr8,124029,NAG,NAG,,,,,,,,
chr8,130198, YHR012W,VPS29 - Endosomal protein that is a subunit of the membrane-associated retromer complex essential for endosome-to-Golgi retrograde transport; forms a subcomplex with Vps35p and Vps26p that selects cargo proteins for endosome-to-Golgi retrieval,,,,,,,,
chr8,133123,NAG,NAG,,,,,,,,
chr8,135417, YHR015W,MIP6 - Putative RNA-binding protein, interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export,,,,,,
chr8,141525,NAG,NAG,,,,,,,,
chr8,141659,NAG,NAG,,,,,,,,
chr8,142155, YHR019C,DED81 - Cytosolic asparaginyl-tRNA synthetase, required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA,,,,,,
chr8,151118,NAG,NAG,,,,,,,,
chr8,158566, YHR024C,MAS2 - Larger subunit of the mitochondrial processing protease (MPP), essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins,,,,,,,
chr8,158818, YHR024C,MAS2 - Larger subunit of the mitochondrial processing protease (MPP), essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins,,,,,,,
chr8,159238,NAG,NAG,,,,,,,,
chr8,159599, YHR025W,THR1 - Homoserine kinase, conserved protein required for threonine biosynthesis; expression is regulated by the GCN4-mediated general amino acid control pathway,,,,,,,
chr8,167669, YHR028W-A, - Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,,,,
chr8,173136,NAG,NAG,,,,,,,,
chr8,1810, YHL050C, - Putative protein of unknown function, potential Cdc28p substrate,,,,,,,
chr8,211267, YHR052W,CIC1 - Essential protein that interacts with proteasome components and has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles,,,,,,,,
chr8,219699, YHR058C,MED6 - Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,,,,,,,,
chr8,226595, YHR064C,SSZ1 - Hsp70 protein that interacts with Zuo1p (a DnaJ homolog) to form a ribosome-associated complex that binds the ribosome via the Zuo1p subunit; also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5; binds ATP,,,,,,,,
chr8,229199,NAG,NAG,,,,,,,,
chr8,2292, YHL050C, - Putative protein of unknown function, potential Cdc28p substrate,,,,,,,
chr8,237545, YHR071W,PCL5 - Cyclin, interacts with and phosphorylated by Pho85p cyclin-dependent kinase (Cdk), induced by Gcn4p at level of transcription, specifically required for Gcn4p degradation, may be sensor of cellular protein biosynthetic capacity,,,,
chr8,237735,NAG,NAG,,,,,,,,
chr8,238967, YHR071C-A, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF ERG7/YHR072W,,,,,,,
chr8,240532, YHR072W,ERG7 - Lanosterol synthase, an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis,,,,,
chr8,257896, YHR078W, - High osmolarity-regulated gene of unknown function,,,,,,,,
chr8,268511, YHR082C,KSP1 - Ser/thr protein kinase; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10,,,,,,
chr8,271417, YHR082C,KSP1 - Ser/thr protein kinase; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10,,,,,,
chr8,276435,NAG,NAG,,,,,,,,
chr8,278622, YHR086W,NAM8 - RNA binding protein, component of the U1 snRNP protein; mutants are defective in meiotic recombination and in formation of viable spores, involved in the formation of DSBs through meiosis-specific splicing of MER2 pre-mRNA,,,,,,
chr8,282569,NAG,NAG,,,,,,,,
chr8,369079, YHR132C,ECM14 - Putative metalloprotease with similarity to the zinc carboxypeptidase family, required for normal cell wall assembly,,,,,,,
chr8,37057, YHL032C,GUT1 - Glycerol kinase, converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p,,,,,,,
chr8,373427, YHR135C,YCK1 - Palmitoylated plasma membrane-bound casein kinase I isoform; shares redundant functions with Yck2p in morphogenesis, proper septin assembly, endocytic trafficking; provides an essential function overlapping with that of Yck2p,,,,,,
chr8,378250, YHR139C,SPS100 - Protein required for spore wall maturation; expressed during sporulation; may be a component of the spore wall; expression also induced in cells treated with the mycotoxin patulin,,,,,,,,
chr8,380459,NAG,NAG,,,,,,,,
chr8,38190, YHL032C,GUT1 - Glycerol kinase, converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p,,,,,,,
chr8,38627,NAG,NAG,,,,,,,,
chr8,387090,NAG,NAG,,,,,,,,
chr8,39562,NAG,NAG,,,,,,,,
chr8,407313, YHR155W,YSP1 - Mitochondrial protein with a potential role in promoting mitochondrial fragmentation during programmed cell death in response to high levels of alpha-factor mating pheromone or the drug amiodarone,,,,,,,,
chr8,407513, YHR155W,YSP1 - Mitochondrial protein with a potential role in promoting mitochondrial fragmentation during programmed cell death in response to high levels of alpha-factor mating pheromone or the drug amiodarone,,,,,,,,
chr8,432396, YHR165C,PRP8 - Component of the U4/U6-U5 snRNP complex, involved in the second catalytic step of splicing; mutations of human Prp8 cause retinitis pigmentosa,,,,,,,
chr8,436626, YHR165C,PRP8 - Component of the U4/U6-U5 snRNP complex, involved in the second catalytic step of splicing; mutations of human Prp8 cause retinitis pigmentosa,,,,,,,
chr8,465802,NAG,NAG,,,,,,,,
chr8,47582, YHL029C,OCA5 - Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts,,,,,,,
chr8,475931,NAG,NAG,,,,,,,,
chr8,48099,NAG,NAG,,,,,,,,
chr8,484871, YHR190W,ERG9 - Farnesyl-diphosphate farnesyl transferase (squalene synthase), joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway,,,,,,,
chr8,516494,NAG,NAG,,,,,,,,
chr8,516496,NAG,NAG,,,,,,,,
chr8,519048,NAG,NAG,,,,,,,,
chr8,526819, YHR211W,FLO5 - Lectin-like cell wall protein (flocculin) involved in flocculation, binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; similar to Flo1p,,,,,,
chr8,526831, YHR211W,FLO5 - Lectin-like cell wall protein (flocculin) involved in flocculation, binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; similar to Flo1p,,,,,,
chr8,526855, YHR211W,FLO5 - Lectin-like cell wall protein (flocculin) involved in flocculation, binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; similar to Flo1p,,,,,,
chr8,529358,NAG,NAG,,,,,,,,
chr8,529383,NAG,NAG,,,,,,,,
chr8,529384,NAG,NAG,,,,,,,,
chr8,530860,NAG,NAG,,,,,,,,
chr8,530943,NAG,NAG,,,,,,,,
chr8,531177,NAG,NAG,,,,,,,,
chr8,531272,NAG,NAG,,,,,,,,
chr8,531324,NAG,NAG,,,,,,,,
chr8,531327,NAG,NAG,,,,,,,,
chr8,543677, YHRCdelta15, - Ty1 LTR,,,,,,,,
chr8,553739,NAG,NAG,,,,,,,,
chr8,553887,NAG,NAG,,,,,,,,
chr8,553912,NAG,NAG,,,,,,,,
chr8,553928,NAG,NAG,,,,,,,,
chr8,553982,NAG,NAG,,,,,,,,
chr8,554031,NAG,NAG,,,,,,,,
chr8,554038,NAG,NAG,,,,,,,,
chr8,554135,NAG,NAG,,,,,,,,
chr8,554150,NAG,NAG,,,,,,,,
chr8,554157,NAG,NAG,,,,,,,,
chr8,554162,NAG,NAG,,,,,,,,
chr8,554170,NAG,NAG,,,,,,,,
chr8,554171,NAG,NAG,,,,,,,,
chr8,554362,NAG,NAG,,,,,,,,
chr8,554632, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,554984, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555208, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555254, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555325, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555337, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555586, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
